Id,1-1_small-sounding-engine_presence,1-2_medium-sounding-engine_presence,1-3_large-sounding-engine_presence,1-X_engine-of-uncertain-size_presence,1_engine_presence,2-1_rock-drill_presence,2-2_jackhammer_presence,2-X_other-unknown-impact-machinery_presence,2_machinery-impact_presence,3-1_non-machinery-impact_presence,3_non-machinery-impact_presence,4-1_chainsaw_presence,4-2_small-medium-rotating-saw_presence,4-3_large-rotating-saw_presence,4-X_other-unknown-powered-saw_presence,4_powered-saw_presence,5-1_car-horn_presence,5-3_siren_presence,5-4_reverse-beeper_presence,5_alert-signal_presence,6-1_stationary-music_presence,6-2_mobile-music_presence,6-X_music-from-uncertain-source_presence,6_music_presence,7-1_person-or-small-group-talking_presence,7-2_person-or-small-group-shouting_presence,7-4_amplified-speech_presence,7_human-voice_presence,8-1_dog-barking-whining_presence,8_dog_presence
1,0.06433532351325938,0.18558242012695278,0.3091175467261177,0.08225484903923201,0.6402103218940575,0.09758787129957101,0.04808003476390728,0.07200441415669456,0.2269660130458927,0.06673162148476236,0.06673162148476236,0.044789995030599425,0.02933198841766384,0.015365195355653432,0.016360025360925987,0.16713214734757958,0.06511932190190568,0.10922116445872768,0.05124083228589774,0.2811662185230856,0.016837833333979424,0.0021256923571189505,0.014406364602632452,0.029058612367443438,0.10112218862772743,0.022516251984417545,0.0,0.08551608341102727,0.02221942551364134,0.02221942551364134
2,0.05172863449869357,0.16660327018571522,0.39190638796472854,0.0899117559445875,0.6657016328448486,0.14785964678712513,0.04760763901434757,0.06759473739555281,0.33194550384072447,0.06879534500417801,0.06879534500417801,0.02834757253437404,0.022510464858936027,0.01651409196058807,0.01673285735497385,0.16305162982438565,0.06822603224321555,0.01698716066153239,0.04786974768186428,0.12197246854932269,0.016837833333979424,0.0022183441983382886,0.014406364602632452,0.029058612367443438,0.06571512109953415,0.02228027283219893,0.0,0.08017178578762289,0.022307622545811208,0.022307622545811208
3,0.04473743365148946,0.1654699000780916,0.3369442770101815,0.09419882637032324,0.6282072823812861,0.0704435852053092,0.03951227195929457,0.0704899415230649,0.2533616527000524,0.07652608441359662,0.07652608441359662,0.009623382671754829,0.015264832703261674,0.028710581636157938,0.013542305151994562,0.07744915697408969,0.06944251629023489,0.016060422348120423,0.047708533127039925,0.13570343290202666,0.016837833333979424,0.0021942898916346887,0.014804749958069416,0.03547224668143398,0.12040447107177152,0.02228027283219893,0.0,0.11907684942981431,0.021683614971552082,0.021683614971552082
4,0.06009563312661567,0.26070434017985167,0.2699966385778089,0.08496938056111018,0.5363707280505707,0.1389732330352695,0.07586445000010494,0.1140952430208173,0.31403114932629944,0.10666165553214495,0.10666165553214495,0.03406631413254394,0.043695672430361855,0.04898397626856302,0.01597354813471979,0.1269893900723545,0.10343101183477618,0.037329063047429833,0.06625153193377174,0.1946051545982115,0.018077578293293338,0.002373948178787095,0.01426751910296221,0.029176382069397204,0.2543278054771236,0.023915124754408594,0.0,0.28157546601466926,0.021770648655779292,0.021770648655779292
5,0.05534377385606992,0.21118234078349316,0.4745727432238066,0.10552956209081836,0.6949726193369782,0.12930987057396567,0.037319618267148,0.06922244690248869,0.3169105078954053,0.062449911082665704,0.062449911082665704,0.0139185953963662,0.01436339100797482,0.014292723119495261,0.013473379196423977,0.1963336081016008,0.06646071584906507,0.01656461908734283,0.04146628992552659,0.10127958686115641,0.016837833333979424,0.0021256923571189505,0.014406364602632452,0.029488113174201636,0.05396598938808153,0.02228027283219893,0.0,0.06361633441984171,0.022307622545811208,0.022307622545811208
6,0.045335994088073504,0.23389196386908484,0.3510892120369094,0.06822966474028662,0.5985677938103755,0.12196384913116781,0.050651792666048925,0.0737828997994263,0.26918105362493266,0.07271748472780738,0.07271748472780738,0.04240743752774513,0.014883042999019398,0.019794633508406264,0.01393114197098307,0.0914715404526438,0.06732432497948995,0.11625919166520685,0.041959200215294416,0.213226867736969,0.016837833333979424,0.002315309652195216,0.014804749958069416,0.030054371739223974,0.17533784552911638,0.02310765452120888,0.0,0.2189683260807759,0.03744661086864562,0.03744661086864562
7,0.07101196066675719,0.12872955321940793,0.32781069551221104,0.09082152687996198,0.5273958524400589,0.12282008121986765,0.05736192191078006,0.09018349957813167,0.25229451174669176,0.07084683577566016,0.07084683577566016,0.05186340282865448,0.07246616218251663,0.12713485381969525,0.09542173517419182,0.22102252835432887,0.06668373546766576,0.016882073552917792,0.062328261130835776,0.11793989637391429,0.016837833333979424,0.0021912833318008342,0.014406364602632452,0.029058612367443438,0.08564550899298912,0.02228027283219893,0.0001367053998632946,0.11925989893059932,0.024861607516650615,0.024861607516650615
8,0.05434116030363314,0.20093248501008268,0.20835117878001272,0.14276657381815067,0.5490745296084542,0.09914841077435745,0.06345832150241042,0.07691843168628755,0.1324667333572288,0.08956207240722902,0.08956207240722902,0.01176933991989068,0.01070681233383557,0.02381859688558786,0.025887837114277227,0.08271765612174613,0.12171265207525189,0.017062548318565133,0.04034464501941862,0.22569679383891986,0.043188747047446414,0.0024903282934208505,0.01456855250604746,0.05464930236761818,0.4339305950019961,0.021560257076747153,0.012987012987012988,0.3813248010106759,0.035488196668682886,0.035488196668682886
9,0.07610388191809453,0.1848966094523317,0.2633191266829301,0.10614894943772726,0.4734296296702772,0.03326658096687125,0.0577465747477787,0.08152188581166042,0.15137768857156064,0.09886907673479967,0.09886907673479967,0.01168461020591644,0.01567071049053705,0.02586416544003712,0.023257214140545924,0.07983147939401691,0.09338265902567523,0.026627280926900348,0.06678345393678223,0.20133290231185083,0.019712942767073936,0.0025725300725064487,0.014790104138574924,0.04038180518618464,0.27419561686711236,0.02225734458911129,0.0,0.3532708132968152,0.02382019487744515,0.02382019487744515
10,0.05308288707445866,0.18652408375167664,0.3962997408484949,0.08786900348090586,0.668168518464571,0.08097757260915978,0.05266734169331427,0.06312501609612008,0.2562012574814807,0.06488167949399193,0.06488167949399193,0.010398580346900941,0.01654384364695577,0.016467316467173254,0.013426484638152762,0.0800281419391202,0.06785736588539953,0.016745217907804564,0.04125842419223218,0.1446653510800524,0.016837833333979424,0.0021256923571189505,0.014406364602632452,0.029058612367443438,0.06966177036186309,0.02228027283219893,0.0,0.06703395412661814,0.022861978107526024,0.022861978107526024
